doc_idx,true_label,kmeans_k2_s0,kmeans_k2_s1,kmeans_k2_s2,kmeans_k5_s0,kmeans_k5_s1,kmeans_k5_s2,kmeans_k10_s0,kmeans_k10_s1,kmeans_k10_s2,kmeans_k20_s0,kmeans_k20_s1,kmeans_k20_s2,gmm_k2_s0,gmm_k2_s1,gmm_k2_s2,gmm_k5_s0,gmm_k5_s1,gmm_k5_s2,gmm_k10_s0,gmm_k10_s1,gmm_k10_s2,gmm_k20_s0,gmm_k20_s1,gmm_k20_s2,spectral_k2_s0,spectral_k2_s1,spectral_k2_s2,spectral_k5_s0,spectral_k5_s1,spectral_k5_s2,spectral_k10_s0,spectral_k10_s1,spectral_k10_s2,spectral_k20_s0,spectral_k20_s1,spectral_k20_s2,ward_k2,ward_k5,ward_k10,ward_k20,leiden_k2_s0,leiden_k2_s1,leiden_k2_s2,leiden_k5_s0,leiden_k5_s1,leiden_k5_s2,leiden_k10_s0,leiden_k10_s1,leiden_k10_s2,leiden_k20_s0,leiden_k20_s1,leiden_k20_s2
118,tech,1,1,1,1,4,3,1,8,8,9,8,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
119,politics,0,1,1,0,2,4,4,1,6,18,16,6,0,1,1,0,1,4,0,5,5,13,5,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
120,entertainment,1,0,0,2,3,2,2,5,9,15,5,12,0,1,1,2,2,2,6,2,4,6,16,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,14
121,sport,1,0,0,3,0,0,6,0,0,11,0,19,1,0,0,1,0,3,8,0,3,19,0,3,1,1,1,2,4,3,7,8,9,5,3,10,1,2,4,6,1,1,1,4,4,4,8,8,7,19,19,19
122,tech,1,1,1,1,4,3,1,8,8,10,11,7,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,11,9,9
123,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
124,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,2,4,6,2,10,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,2,0,0,0,0,2,2,3,3,4,18,17,14
125,tech,1,1,1,1,4,3,1,8,8,10,11,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
126,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
127,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,9,18,0,0,0,1,0,0,4,4,5,5,4,11
128,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
129,politics,0,1,1,0,2,4,0,1,3,16,13,3,0,1,1,0,1,4,0,5,5,0,15,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,10,11,4
130,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
131,sport,1,0,0,3,0,0,6,2,0,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
132,entertainment,1,0,0,2,3,2,2,5,0,2,19,9,0,1,1,2,2,2,2,7,4,2,7,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
133,politics,0,1,1,0,2,4,4,1,6,18,1,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,8,3,0
134,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
135,business,1,1,1,4,1,1,5,4,5,4,15,11,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
136,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,2,4,6,2,10,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,2,0,0,0,0,2,2,7,7,6,6,8,7
137,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,7,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
138,politics,0,1,1,0,2,4,4,1,6,16,18,14,0,1,1,0,1,4,0,5,5,0,15,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
139,politics,0,1,1,0,2,4,0,1,3,0,13,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,10,0,0,0,2,0,0,0,0,0,10,14,4
140,sport,1,0,0,3,0,0,6,2,0,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
141,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
142,politics,0,1,1,0,2,4,4,1,6,18,18,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
143,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
144,politics,0,1,1,0,2,4,5,1,3,5,15,11,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,2,0,0,0,0,0,15,11,18
145,politics,0,1,1,0,2,4,0,1,3,16,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
146,sport,1,0,0,3,0,0,3,3,4,6,3,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,3,2,5
147,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,6,7,4,6,16,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,11
148,politics,0,1,1,0,2,4,5,1,3,5,1,11,0,1,1,0,1,4,7,5,5,10,1,17,0,0,0,0,0,0,0,0,2,0,1,5,2,5,10,20,0,0,0,2,0,0,0,0,0,8,3,18
149,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,9,18,0,0,0,1,0,0,4,4,5,1,1,11
150,tech,1,1,1,1,4,3,1,8,8,10,8,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
151,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
152,politics,0,1,1,0,2,4,0,4,3,0,13,3,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,3,7,11,0,0,0,1,0,0,2,2,3,1,1,1
153,sport,1,0,0,3,0,0,6,3,4,6,3,16,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,6,6,2,3,6,5
154,tech,1,0,0,1,4,3,1,8,8,9,17,8,0,1,1,2,4,2,9,4,2,9,17,2,0,0,0,1,3,2,9,5,3,18,0,17,2,4,8,14,0,0,0,0,1,1,1,1,9,13,13,15
155,business,1,1,1,4,1,1,8,6,1,8,6,11,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,9,18,0,0,0,1,0,0,4,4,5,5,4,11
156,politics,0,1,1,0,2,4,4,1,6,18,16,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
157,entertainment,1,0,0,2,3,2,2,5,9,15,19,12,0,1,1,2,2,2,2,2,4,6,16,10,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
158,tech,1,1,1,1,4,3,1,8,8,19,8,8,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
159,sport,1,0,0,3,0,0,3,7,4,3,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
160,business,1,1,1,4,1,1,7,2,5,17,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
161,politics,0,1,1,0,2,4,5,1,3,5,1,11,0,1,1,0,1,4,7,1,1,10,1,17,0,0,0,0,0,0,0,0,2,0,1,5,2,5,10,20,0,0,0,2,0,0,0,0,0,15,11,18
162,entertainment,1,1,1,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
163,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
164,sport,1,0,0,3,0,0,6,0,0,11,0,19,1,0,0,1,0,3,8,0,3,19,0,3,1,1,1,2,4,3,7,8,9,5,3,10,1,2,4,6,1,1,1,4,4,4,8,8,7,19,19,19
165,sport,1,0,0,3,0,0,7,0,0,11,0,19,1,0,0,1,0,3,8,0,3,19,0,3,1,1,1,2,4,3,7,8,9,5,3,10,1,2,4,6,1,1,1,4,4,4,8,8,7,19,19,19
166,business,0,1,1,4,1,1,5,6,1,5,6,11,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,5,4,8
167,business,1,1,1,4,1,1,5,6,1,4,15,11,0,1,1,4,1,1,7,6,7,4,6,16,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,5,4,11
168,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,9,18,0,0,0,1,0,0,4,4,5,5,4,11
169,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,11
170,business,1,1,1,4,1,1,8,6,1,4,6,11,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,15,11,11
171,sport,1,0,0,3,0,0,6,0,2,11,0,15,1,0,0,1,0,3,8,0,3,8,0,3,1,1,1,2,4,3,4,7,8,10,4,8,1,2,4,5,1,1,1,4,4,4,8,8,7,14,15,13
172,entertainment,1,0,0,2,3,2,2,5,9,15,19,12,0,1,1,2,2,2,6,8,4,11,16,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,14
173,politics,0,1,1,0,2,4,5,1,3,5,16,11,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,0,0,2,0,1,5,2,5,10,20,0,0,0,2,0,0,0,0,0,15,11,18
174,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
175,sport,1,0,0,3,0,0,3,7,4,3,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
176,tech,1,1,1,1,4,3,1,8,8,10,8,7,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
177,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
178,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,15,18,0,2,5,9,18,0,0,0,1,0,0,4,4,5,5,4,8
179,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
180,sport,1,0,0,3,0,0,3,7,4,13,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
181,tech,1,1,1,1,4,3,1,8,8,10,8,7,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
182,sport,1,0,0,3,0,0,6,2,0,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
183,tech,1,1,1,1,4,3,1,8,8,10,8,8,0,1,1,2,4,2,9,4,2,9,17,2,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,11,9,9
184,sport,1,0,0,3,0,0,3,7,4,13,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
185,tech,1,0,0,3,0,0,6,2,4,6,17,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
186,tech,1,1,1,1,4,3,1,8,8,10,11,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,14,0,0,0,0,1,1,1,1,1,7,5,6
187,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,7,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
188,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
189,business,1,1,1,4,1,1,5,6,1,5,15,11,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,8,4,0,15,18,0,2,5,9,18,0,0,0,1,0,0,4,4,5,15,11,11
190,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
191,sport,1,0,0,3,0,0,6,3,4,13,3,16,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
192,business,1,1,1,1,4,1,5,8,8,4,1,11,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
193,entertainment,1,0,0,2,3,2,2,5,0,2,19,9,0,1,1,2,2,2,2,7,4,2,7,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
194,politics,0,1,1,0,2,4,4,1,6,18,16,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
195,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,7,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
196,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,13,13,3,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
197,politics,0,1,1,0,2,4,4,1,6,18,18,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,3,0
198,politics,0,1,1,0,2,4,4,1,6,12,18,6,0,1,1,0,1,4,0,5,5,13,5,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
199,politics,0,1,1,0,2,4,4,1,6,12,18,6,0,1,1,0,1,4,0,5,5,13,15,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
200,business,1,1,1,1,4,3,7,4,5,10,11,10,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,11,9,9
201,entertainment,1,1,1,2,3,2,2,5,9,16,19,13,0,1,1,2,2,2,2,2,4,6,2,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,2,2,0,0,0,0,2,2,3,3,4,18,17,14
202,sport,1,0,0,3,0,0,6,0,0,11,0,19,1,0,0,1,0,3,8,0,3,19,0,3,1,1,1,2,4,3,7,8,9,5,3,10,1,2,4,6,1,1,1,4,4,4,8,8,7,19,19,19
203,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
204,sport,1,0,0,3,0,0,6,0,2,11,0,15,1,0,0,1,0,3,8,0,3,8,0,3,1,1,1,2,4,3,4,7,8,10,4,8,1,2,4,5,1,1,1,4,4,4,8,8,7,14,15,13
205,business,1,1,1,4,1,1,5,1,3,4,15,11,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,5,10,20,0,0,0,1,0,0,2,2,3,1,11,11
206,politics,0,1,1,0,2,4,4,1,6,16,16,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,3,0
207,business,1,1,1,4,1,1,8,6,1,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
208,tech,1,1,1,1,4,3,1,8,7,1,10,13,0,1,1,2,4,2,9,4,2,9,14,19,0,0,0,1,3,2,9,5,3,16,16,14,2,4,8,15,0,0,0,0,1,1,1,1,1,9,5,10
209,politics,0,1,1,0,2,4,4,1,6,18,1,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,8,3,0
210,business,1,1,1,4,1,1,7,4,5,19,15,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
211,tech,1,1,1,1,4,3,1,8,7,9,11,7,0,1,1,2,4,2,5,4,6,17,11,15,0,0,0,1,3,2,9,5,3,3,19,18,2,4,8,15,0,0,0,0,1,1,1,1,1,11,9,9
212,business,1,1,1,4,1,1,7,4,5,17,4,10,0,1,1,4,1,1,4,6,7,7,12,7,0,0,0,0,0,0,8,4,0,12,15,9,2,5,9,17,0,0,0,1,0,0,2,2,3,16,16,16
213,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
214,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
215,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
216,politics,0,1,1,0,2,4,4,1,6,12,18,6,0,1,1,0,1,4,0,5,5,13,5,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
217,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
218,politics,0,1,1,0,2,4,0,1,3,0,13,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,10,0,0,0,2,0,0,0,0,0,10,14,4
219,sport,1,0,0,3,0,0,6,2,0,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
220,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
221,business,1,1,1,4,1,1,7,4,5,7,4,5,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,6,9,7,14,7,13,2,5,9,16,0,0,0,1,0,0,2,2,3,17,18,17
222,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
223,business,1,1,1,4,1,1,5,6,1,4,6,11,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,15,11,11
224,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,2,4,6,16,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,7,7,6,6,8,14
225,sport,1,0,0,3,0,0,6,2,0,6,2,0,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
226,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
227,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,13,13,3,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
228,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
229,tech,1,1,1,1,4,3,1,8,8,10,11,7,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,11,9,9
230,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
231,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
232,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
233,business,1,1,1,4,1,1,7,4,5,7,4,5,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,6,9,7,14,7,13,2,5,9,16,0,0,0,1,0,0,2,2,3,17,18,17
234,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,8,10,7,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
235,business,1,1,1,4,1,1,5,6,1,4,6,11,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,5,4,8
236,business,1,1,1,4,1,1,7,4,7,1,4,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
237,tech,1,1,1,1,4,3,1,8,8,10,8,7,0,1,1,2,4,2,9,4,2,18,14,19,0,0,0,1,3,2,9,5,3,16,16,14,2,4,8,14,0,0,0,0,1,1,1,1,1,7,5,6
238,tech,1,1,1,1,4,3,1,8,8,10,8,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
239,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
240,business,0,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
